Year,CountryOfNationality,TotalStudy
2011 Q3,Lebanon,280
2011 Q3,Lesotho,4
2011 Q3,Liberia,25
2011 Q3,Libya,68
2011 Q3,Liechtenstein,0
2011 Q3,Lithuania,0
2011 Q3,Luxembourg,0
2011 Q3,Macau,155
2011 Q3,Macedonia,44
2011 Q3,Madagascar,2
2011 Q3,Malawi,113
2011 Q3,Malaysia,"5,938"
2011 Q3,Maldives,64
2011 Q3,Mali,3
2011 Q3,Malta,0
2011 Q3,Marshall Islands,0
2011 Q3,Martinique,0
2011 Q3,Mauritania,5
2011 Q3,Mauritius,478
2011 Q3,Mayotte,0
2011 Q3,Mexico,796
2011 Q3,Micronesia,0
2011 Q3,Moldova,50
2011 Q3,Monaco,5
2011 Q3,Mongolia,47
2011 Q3,Montenegro,41
2011 Q3,Montserrat (British),0
2011 Q3,Morocco,189
2011 Q3,Mozambique,14
2011 Q3,Namibia,32
2011 Q3,Nauru,0
2011 Q3,Nepal,474
2011 Q3,Netherlands,0
2011 Q3,Netherlands Antilles,0
2011 Q3,New Caledonia,0
2011 Q3,New Zealand,172
2011 Q3,Nicaragua,8
2011 Q3,Niger,2
2011 Q3,Nigeria,"6,245"
2011 Q3,Niue,0
2011 Q3,Norfolk Island,0
2011 Q3,Northern Mariana Islands,0
2011 Q3,Norway,0
2011 Q3,Occupied Palestinian Territories,146
2011 Q3,Oman,468
2011 Q3,Other and unknown,34
2011 Q3,Pakistan,"6,458"
2011 Q3,Palau,0
2011 Q3,Panama,12
2011 Q3,Papua New Guinea,5
2011 Q3,Paraguay,7
2011 Q3,Peru,112
2011 Q3,Philippines,367
2011 Q3,Pitcairn Islands (British),0
2011 Q3,Poland,1
2011 Q3,Portugal,0
2011 Q3,Puerto Rico,0
2011 Q3,Qatar,870
2011 Q3,Refugee,3
2011 Q3,Reunion,0
2011 Q3,Romania,0
2011 Q3,Russia,"3,015"
2011 Q3,Rwanda,26
2011 Q3,Samoa,1
2011 Q3,San Marino,1
2011 Q3,Sao Tome and Principe,0
2011 Q3,Saudi Arabia,"4,176"
2011 Q3,Senegal,12
2011 Q3,Serbia,164
2011 Q3,Serbia and Montenegro,0
2011 Q3,Seychelles,33
2011 Q3,Sierra Leone,52
2011 Q3,Singapore,"2,064"
2011 Q3,Slovakia,0
2011 Q3,Slovenia,0
2011 Q3,Solomon Islands,1
2011 Q3,Somalia,1
2011 Q3,South Africa,322
2011 Q3,South Georgia and South Sandwich Islands,0
2011 Q3,Spain,0
2011 Q3,Sri Lanka,"1,384"
2011 Q3,St. Helena (British),0
2011 Q3,St. Kitts and Nevis,14
2011 Q3,St. Lucia,20
2011 Q3,St. Maarten (Dutch Part),0
2011 Q3,St. Martin (French Part),0
2011 Q3,St. Pierre and Miquelon,0
2011 Q3,St. Vincent and the Grenadines,18
2011 Q3,Stateless,5
2011 Q3,Sudan,160
2011 Q3,Sudan (South),0
2011 Q3,Surinam,0
2011 Q3,Svalbard and Jan Mayen,0
2011 Q3,Swaziland,6
2011 Q3,Sweden,0
2011 Q3,Switzerland,0
2011 Q3,Syria,265
2011 Q3,Taiwan,"2,087"
2011 Q3,Tajikistan,24
2011 Q3,Tanzania,272
2011 Q3,Thailand,"2,586"
2011 Q3,Togo,5
2011 Q3,Tokelau,0
2011 Q3,Tonga,6
2011 Q3,Trinidad and Tobago,308
2011 Q3,Tunisia,38
2011 Q3,Turkey,"1,782"
2011 Q3,Turkmenistan,31
2011 Q3,Turks and Caicos Islands (British),0
2011 Q3,Tuvalu,0
2011 Q3,Uganda,251
2011 Q3,Ukraine,751
2011 Q3,United Arab Emirates,452
2011 Q3,United States,"9,934"
2011 Q3,Uruguay,20
2011 Q3,Uzbekistan,64
2011 Q3,Vanuatu,1
2011 Q3,Vatican City,0
2011 Q3,Venezuela,98
2011 Q3,Vietnam,"2,173"
2011 Q3,Virgin Islands (British),0
2011 Q3,Virgin Islands (US),0
2011 Q3,Wallis and Futuna,0
2011 Q3,Western Sahara,0
2011 Q3,Yemen,62
2011 Q3,Zambia,158
2011 Q3,Zimbabwe,178
2011 Q4,Afghanistan,47
2011 Q4,Albania,47
2011 Q4,Algeria,45
2011 Q4,American Samoa,0
2011 Q4,Andorra,0
2011 Q4,Angola,50
2011 Q4,Anguilla (British),0
2011 Q4,Antigua and Barbuda,0
2011 Q4,Argentina,10
2011 Q4,Armenia,22
2011 Q4,Aruba,0
2011 Q4,Australia,223
2011 Q4,Austria,0
2011 Q4,Azerbaijan,76
2011 Q4,"Bahamas, The",4
2011 Q4,Bahrain,54
2011 Q4,Bangladesh,576
2011 Q4,Barbados,5
2011 Q4,Belarus,18
2011 Q4,Belgium,0
2011 Q4,Belize,0
2011 Q4,Benin,3
2011 Q4,Bermuda (British),0
2011 Q4,Bhutan,3
2011 Q4,Bolivia,4
2011 Q4,"Bonaire, Sint Eustatius and Saba",0
2011 Q4,Bosnia and Herzegovina,6
2011 Q4,Botswana,17
2011 Q4,Brazil,96
2011 Q4,British overseas citizens,1
2011 Q4,Brunei,176
2011 Q4,Bulgaria,0
2011 Q4,Burkina,3
2011 Q4,Burma,20
2011 Q4,Burundi,1
2011 Q4,Cambodia,2
2011 Q4,Cameroon,160
2011 Q4,Canada,219
2011 Q4,Cape Verde,0
2011 Q4,Cayman Islands (British),0
2011 Q4,Central African Republic,0
2011 Q4,Chad,0
2011 Q4,Chile,74
2011 Q4,China,"2,265"
2011 Q4,Christmas Island,0
2011 Q4,Cocos (Keeling) Islands,0
2011 Q4,Colombia,125
2011 Q4,Comoros,0
2011 Q4,Congo,2
2011 Q4,Congo (Democratic Republic),2
2011 Q4,Cook Islands,0
2011 Q4,Costa Rica,3
2011 Q4,Croatia,20
2011 Q4,Cuba,3
2011 Q4,Curacao,0
2011 Q4,Cyprus,2
2011 Q4,Cyprus (Northern part of),0
2011 Q4,Czech Republic,0
2011 Q4,Denmark,0
2011 Q4,Djibouti,2
2011 Q4,Dominica,1
2011 Q4,Dominican Republic,5
2011 Q4,East Timor,3
2011 Q4,Ecuador,13
2011 Q4,Egypt,127
2011 Q4,El Salvador,0
2011 Q4,Equatorial Guinea,0
2011 Q4,Eritrea,2
2011 Q4,Estonia,0
2011 Q4,Ethiopia,20
2011 Q4,Falkland Islands (British),0
2011 Q4,Faroe Islands,0
2011 Q4,Fiji,1
2011 Q4,Finland,0
2011 Q4,Former Yugoslavia,0
2011 Q4,France,0
2011 Q4,French Guiana,0
2011 Q4,French Polynesia,0
2011 Q4,Gabon,1
2011 Q4,"Gambia, The",9
2011 Q4,Georgia,23
2011 Q4,Germany,0
2011 Q4,Ghana,170
2011 Q4,Gibraltar (British),0
2011 Q4,Greece,0
2011 Q4,Greenland,0
2011 Q4,Grenada,0
2011 Q4,Guadeloupe,0
2011 Q4,Guam,0
2011 Q4,Guatemala,9
2011 Q4,Guinea,4
2011 Q4,Guinea-Bissau,0
2011 Q4,Guyana,3
2011 Q4,Haiti,0
2011 Q4,Heard Island and McDonald Islands,0
2011 Q4,Honduras,0
2011 Q4,Hong Kong,362
2011 Q4,Hungary,0
2011 Q4,Iceland,0
2011 Q4,India,"2,946"
2011 Q4,Indonesia,132
2011 Q4,Iran,385
2011 Q4,Iraq,440
2011 Q4,Ireland,0
2011 Q4,Israel,24
2011 Q4,Italy,0
2011 Q4,Ivory Coast,9
2011 Q4,Jamaica,9
2011 Q4,Japan,185
2011 Q4,Jordan,161
2011 Q4,Kazakhstan,151
2011 Q4,Kenya,112
2011 Q4,Kiribati,0
2011 Q4,Korea (North),0
2011 Q4,Korea (South),341
2011 Q4,Kosovo,8
2011 Q4,Kuwait,152
2011 Q4,Kyrgyzstan,9
2011 Q4,Laos,5
2011 Q4,Latvia,0
2011 Q4,Lebanon,52
2011 Q4,Lesotho,1
2011 Q4,Liberia,2
2011 Q4,Libya,67
2011 Q4,Liechtenstein,0
2011 Q4,Lithuania,0
2011 Q4,Luxembourg,0
2011 Q4,Macau,8
2011 Q4,Macedonia,9
2011 Q4,Madagascar,2
2011 Q4,Malawi,28
2011 Q4,Malaysia,694
2011 Q4,Maldives,13
2011 Q4,Mali,2
2011 Q4,Malta,0
2011 Q4,Marshall Islands,0
2011 Q4,Martinique,0
2011 Q4,Mauritania,4
2011 Q4,Mauritius,30
2011 Q4,Mayotte,0
2011 Q4,Mexico,109
2011 Q4,Micronesia,0
2011 Q4,Moldova,8
2011 Q4,Monaco,1
2011 Q4,Mongolia,25
2011 Q4,Montenegro,6
2011 Q4,Montserrat (British),0
2011 Q4,Morocco,74
2011 Q4,Mozambique,2
2011 Q4,Namibia,2
2011 Q4,Nauru,0
2011 Q4,Nepal,123
2011 Q4,Netherlands,0
2011 Q4,Netherlands Antilles,0
2011 Q4,New Caledonia,0
2011 Q4,New Zealand,27
2011 Q4,Nicaragua,0
2011 Q4,Niger,1
2011 Q4,Nigeria,"2,228"
2011 Q4,Niue,0
2011 Q4,Norfolk Island,0
2011 Q4,Northern Mariana Islands,0
2011 Q4,Norway,0
2011 Q4,Occupied Palestinian Territories,34
2011 Q4,Oman,39
2011 Q4,Other and unknown,3
2011 Q4,Pakistan,"3,835"
2011 Q4,Palau,0
2011 Q4,Panama,1
2011 Q4,Papua New Guinea,3
2011 Q4,Paraguay,0
2011 Q4,Peru,16
2011 Q4,Philippines,115
2011 Q4,Pitcairn Islands (British),0
2011 Q4,Poland,0
2011 Q4,Portugal,0
2011 Q4,Puerto Rico,0
2011 Q4,Qatar,172
2011 Q4,Refugee,4
2011 Q4,Reunion,0
2011 Q4,Romania,0
2011 Q4,Russia,257
2011 Q4,Rwanda,25
2011 Q4,Samoa,0
2011 Q4,San Marino,0
2011 Q4,Sao Tome and Principe,0
2011 Q4,Saudi Arabia,"1,724"
2011 Q4,Senegal,14
2011 Q4,Serbia,26
2011 Q4,Serbia and Montenegro,0
2011 Q4,Seychelles,0
2011 Q4,Sierra Leone,4
2011 Q4,Singapore,161
2011 Q4,Slovakia,0
2011 Q4,Slovenia,0
2011 Q4,Solomon Islands,0
2011 Q4,Somalia,2
2011 Q4,South Africa,56
2011 Q4,South Georgia and South Sandwich Islands,0
2011 Q4,Spain,0
2011 Q4,Sri Lanka,381
2011 Q4,St. Helena (British),0
2011 Q4,St. Kitts and Nevis,3
2011 Q4,St. Lucia,4
2011 Q4,St. Maarten (Dutch Part),0
2011 Q4,St. Martin (French Part),0
2011 Q4,St. Pierre and Miquelon,0
2011 Q4,St. Vincent and the Grenadines,3
2011 Q4,Stateless,0
2011 Q4,Sudan,48
2011 Q4,Sudan (South),0
2011 Q4,Surinam,0
2011 Q4,Svalbard and Jan Mayen,0
2011 Q4,Swaziland,2
2011 Q4,Sweden,0
2011 Q4,Switzerland,0
2011 Q4,Syria,72
2011 Q4,Taiwan,150
2011 Q4,Tajikistan,0
2011 Q4,Tanzania,87
2011 Q4,Thailand,340
2011 Q4,Togo,2
2011 Q4,Tokelau,0
2011 Q4,Tonga,0
2011 Q4,Trinidad and Tobago,21
2011 Q4,Tunisia,3
2011 Q4,Turkey,237
2011 Q4,Turkmenistan,12
2011 Q4,Turks and Caicos Islands (British),0
2011 Q4,Tuvalu,0
2011 Q4,Uganda,68
2011 Q4,Ukraine,79
2011 Q4,United Arab Emirates,118
2011 Q4,United States,"1,938"
2011 Q4,Uruguay,1
2011 Q4,Uzbekistan,15
2011 Q4,Vanuatu,0
2011 Q4,Vatican City,0
2011 Q4,Venezuela,29
2011 Q4,Vietnam,369
2011 Q4,Virgin Islands (British),0
2011 Q4,Virgin Islands (US),0
2011 Q4,Wallis and Futuna,0
2011 Q4,Western Sahara,0
2011 Q4,Yemen,13
2011 Q4,Zambia,39
2011 Q4,Zimbabwe,38
2012 Q1,Afghanistan,43
2012 Q1,Albania,40
2012 Q1,Algeria,46
2012 Q1,American Samoa,0
2012 Q1,Andorra,0
2012 Q1,Angola,25
2012 Q1,Anguilla (British),0
2012 Q1,Antigua and Barbuda,1
2012 Q1,Argentina,2
2012 Q1,Armenia,7
2012 Q1,Aruba,0
2012 Q1,Australia,52
2012 Q1,Austria,0
2012 Q1,Azerbaijan,32
2012 Q1,"Bahamas, The",2
2012 Q1,Bahrain,48
2012 Q1,Bangladesh,640
2012 Q1,Barbados,5
2012 Q1,Belarus,13
2012 Q1,Belgium,0
2012 Q1,Belize,1
2012 Q1,Benin,2
2012 Q1,Bermuda (British),0
2012 Q1,Bhutan,0
2012 Q1,Bolivia,2
2012 Q1,"Bonaire, Sint Eustatius and Saba",0
2012 Q1,Bosnia and Herzegovina,3
2012 Q1,Botswana,16
2012 Q1,Brazil,76
2012 Q1,British overseas citizens,2
2012 Q1,Brunei,45
2012 Q1,Bulgaria,0
2012 Q1,Burkina,0
2012 Q1,Burma,26
2012 Q1,Burundi,0
2012 Q1,Cambodia,5
2012 Q1,Cameroon,122
2012 Q1,Canada,81
2012 Q1,Cape Verde,0
2012 Q1,Cayman Islands (British),0
2012 Q1,Central African Republic,0
2012 Q1,Chad,0
2012 Q1,Chile,34
2012 Q1,China,"2,347"
2012 Q1,Christmas Island,0
2012 Q1,Cocos (Keeling) Islands,0
2012 Q1,Colombia,92
2012 Q1,Comoros,1
2012 Q1,Congo,4
2012 Q1,Congo (Democratic Republic),2
2012 Q1,Cook Islands,0
2012 Q1,Costa Rica,2
2012 Q1,Croatia,4
2012 Q1,Cuba,0
2012 Q1,Curacao,0
2012 Q1,Cyprus,0
2012 Q1,Cyprus (Northern part of),0
2012 Q1,Czech Republic,0
2012 Q1,Denmark,0
2012 Q1,Djibouti,1
2012 Q1,Dominica,2
2012 Q1,Dominican Republic,0
2012 Q1,East Timor,1
2012 Q1,Ecuador,5
2012 Q1,Egypt,138
2012 Q1,El Salvador,0
2012 Q1,Equatorial Guinea,11
2012 Q1,Eritrea,2
2012 Q1,Estonia,0
2012 Q1,Ethiopia,13
2012 Q1,Falkland Islands (British),0
2012 Q1,Faroe Islands,0
2012 Q1,Fiji,0
2012 Q1,Finland,0
2012 Q1,Former Yugoslavia,0
2012 Q1,France,0
2012 Q1,French Guiana,0
2012 Q1,French Polynesia,0
2012 Q1,Gabon,1
2012 Q1,"Gambia, The",13
2012 Q1,Georgia,25
2012 Q1,Germany,0
2012 Q1,Ghana,157
2012 Q1,Gibraltar (British),0
2012 Q1,Greece,0
2012 Q1,Greenland,0
2012 Q1,Grenada,7
2012 Q1,Guadeloupe,0
2012 Q1,Guam,0
2012 Q1,Guatemala,0
2012 Q1,Guinea,4
2012 Q1,Guinea-Bissau,0
2012 Q1,Guyana,2
2012 Q1,Haiti,0
2012 Q1,Heard Island and McDonald Islands,0
2012 Q1,Honduras,1
2012 Q1,Hong Kong,203
2012 Q1,Hungary,0
2012 Q1,Iceland,0
2012 Q1,India,"3,603"
2012 Q1,Indonesia,143
2012 Q1,Iran,111
2012 Q1,Iraq,384
2012 Q1,Ireland,0
2012 Q1,Israel,17
2012 Q1,Italy,0
2012 Q1,Ivory Coast,10
2012 Q1,Jamaica,7
2012 Q1,Japan,361
2012 Q1,Jordan,115
2012 Q1,Kazakhstan,127
2012 Q1,Kenya,95
2012 Q1,Kiribati,0
2012 Q1,Korea (North),0
2012 Q1,Korea (South),283
2012 Q1,Kosovo,2
2012 Q1,Kuwait,226
2012 Q1,Kyrgyzstan,4
2012 Q1,Laos,6
2012 Q1,Latvia,0
2012 Q1,Lebanon,23
2012 Q1,Lesotho,0
2012 Q1,Liberia,1
2012 Q1,Libya,319
2012 Q1,Liechtenstein,0
2012 Q1,Lithuania,0
2012 Q1,Luxembourg,0
2012 Q1,Macau,5
2012 Q1,Macedonia,0
2012 Q1,Madagascar,0
2012 Q1,Malawi,19
2012 Q1,Malaysia,464
2012 Q1,Maldives,8
2012 Q1,Mali,1
2012 Q1,Malta,0
2012 Q1,Marshall Islands,0
2012 Q1,Martinique,0
2012 Q1,Mauritania,1
2012 Q1,Mauritius,37
2012 Q1,Mayotte,0
2012 Q1,Mexico,66
2012 Q1,Micronesia,0
2012 Q1,Moldova,4
2012 Q1,Monaco,0
2012 Q1,Mongolia,27
2012 Q1,Montenegro,3
2012 Q1,Montserrat (British),0
2012 Q1,Morocco,47
2012 Q1,Mozambique,2
2012 Q1,Namibia,5
2012 Q1,Nauru,0
2012 Q1,Nepal,104
2012 Q1,Netherlands,0
2012 Q1,Netherlands Antilles,0
2012 Q1,New Caledonia,0
2012 Q1,New Zealand,18
2012 Q1,Nicaragua,0
2012 Q1,Niger,0
2012 Q1,Nigeria,"2,265"
2012 Q1,Niue,0
2012 Q1,Norfolk Island,0
2012 Q1,Northern Mariana Islands,0
2012 Q1,Norway,0
2012 Q1,Occupied Palestinian Territories,24
2012 Q1,Oman,78
2012 Q1,Other and unknown,6
2012 Q1,Pakistan,"3,176"
2012 Q1,Palau,0
2012 Q1,Panama,3
2012 Q1,Papua New Guinea,0
2012 Q1,Paraguay,0
2012 Q1,Peru,8
2012 Q1,Philippines,140
2012 Q1,Pitcairn Islands (British),0
2012 Q1,Poland,0
2012 Q1,Portugal,0
2012 Q1,Puerto Rico,0
2012 Q1,Qatar,154
2012 Q1,Refugee,2
2012 Q1,Reunion,0
2012 Q1,Romania,0
2012 Q1,Russia,196
2012 Q1,Rwanda,12
2012 Q1,Samoa,0
2012 Q1,San Marino,0
2012 Q1,Sao Tome and Principe,0
2012 Q1,Saudi Arabia,"1,964"
2012 Q1,Senegal,14
2012 Q1,Serbia,14
2012 Q1,Serbia and Montenegro,0
2012 Q1,Seychelles,2
2012 Q1,Sierra Leone,7
2012 Q1,Singapore,97
2012 Q1,Slovakia,0
2012 Q1,Slovenia,0
2012 Q1,Solomon Islands,0
2012 Q1,Somalia,3
2012 Q1,South Africa,37
2012 Q1,South Georgia and South Sandwich Islands,0
2012 Q1,Spain,0
2012 Q1,Sri Lanka,334
2012 Q1,St. Helena (British),0
2012 Q1,St. Kitts and Nevis,1
2012 Q1,St. Lucia,3
2012 Q1,St. Maarten (Dutch Part),0
2012 Q1,St. Martin (French Part),0
2012 Q1,St. Pierre and Miquelon,0
2012 Q1,St. Vincent and the Grenadines,4
2012 Q1,Stateless,0
2012 Q1,Sudan,27
2012 Q1,Sudan (South),0
2012 Q1,Surinam,1
2012 Q1,Svalbard and Jan Mayen,0
2012 Q1,Swaziland,0
2012 Q1,Sweden,1
2012 Q1,Switzerland,0
2012 Q1,Syria,36
2012 Q1,Taiwan,151
2012 Q1,Tajikistan,8
2012 Q1,Tanzania,60
2012 Q1,Thailand,319
2012 Q1,Togo,0
2012 Q1,Tokelau,0
2012 Q1,Tonga,0
2012 Q1,Trinidad and Tobago,15
2012 Q1,Tunisia,11
2012 Q1,Turkey,237
2012 Q1,Turkmenistan,6
2012 Q1,Turks and Caicos Islands (British),0
2012 Q1,Tuvalu,0
2012 Q1,Uganda,42
2012 Q1,Ukraine,59
2012 Q1,United Arab Emirates,180
2012 Q1,United States,595
2012 Q1,Uruguay,1
2012 Q1,Uzbekistan,18
2012 Q1,Vanuatu,0
2012 Q1,Vatican City,0
2012 Q1,Venezuela,17
2012 Q1,Vietnam,314
2012 Q1,Virgin Islands (British),0
2012 Q1,Virgin Islands (US),0
2012 Q1,Wallis and Futuna,0
2012 Q1,Western Sahara,0
2012 Q1,Yemen,24
2012 Q1,Zambia,30
2012 Q1,Zimbabwe,39
2012 Q2,Afghanistan,45
2012 Q2,Albania,19
2012 Q2,Algeria,27
2012 Q2,American Samoa,0
2012 Q2,Andorra,0
2012 Q2,Angola,12
2012 Q2,Anguilla (British),0
2012 Q2,Antigua and Barbuda,1
2012 Q2,Argentina,10
2012 Q2,Armenia,11
2012 Q2,Aruba,0
2012 Q2,Australia,117
2012 Q2,Austria,0
2012 Q2,Azerbaijan,15
2012 Q2,"Bahamas, The",4
2012 Q2,Bahrain,38
2012 Q2,Bangladesh,375
2012 Q2,Barbados,8
2012 Q2,Belarus,8
2012 Q2,Belgium,0
2012 Q2,Belize,1
2012 Q2,Benin,2
2012 Q2,Bermuda (British),0
2012 Q2,Bhutan,0
2012 Q2,Bolivia,1
2012 Q2,"Bonaire, Sint Eustatius and Saba",0
2012 Q2,Bosnia and Herzegovina,0
2012 Q2,Botswana,6
2012 Q2,Brazil,90
2012 Q2,British overseas citizens,0
2012 Q2,Brunei,6
2012 Q2,Bulgaria,0
2012 Q2,Burkina,0
2012 Q2,Burma,13
2012 Q2,Burundi,2
2012 Q2,Cambodia,9
2012 Q2,Cameroon,63
2012 Q2,Canada,159
2012 Q2,Cape Verde,0
2012 Q2,Cayman Islands (British),0
2012 Q2,Central African Republic,0
2012 Q2,Chad,0
2012 Q2,Chile,65
2012 Q2,China,"16,204"
2012 Q2,Christmas Island,0
2012 Q2,Cocos (Keeling) Islands,0
2012 Q2,Colombia,125
2012 Q2,Comoros,0
2012 Q2,Congo,0
2012 Q2,Congo (Democratic Republic),1
2012 Q2,Cook Islands,0
2012 Q2,Costa Rica,0
2012 Q2,Croatia,10
2012 Q2,Cuba,2
2012 Q2,Curacao,0
2012 Q2,Cyprus,0
2012 Q2,Cyprus (Northern part of),0
2012 Q2,Czech Republic,0
2012 Q2,Denmark,0
2012 Q2,Djibouti,0
2012 Q2,Dominica,0
2012 Q2,Dominican Republic,1
2012 Q2,East Timor,0
2012 Q2,Ecuador,8
2012 Q2,Egypt,59
2012 Q2,El Salvador,1
2012 Q2,Equatorial Guinea,2
2012 Q2,Eritrea,1
2012 Q2,Estonia,0
2012 Q2,Ethiopia,14
2012 Q2,Falkland Islands (British),0
2012 Q2,Faroe Islands,0
2012 Q2,Fiji,2
2012 Q2,Finland,0
2012 Q2,Former Yugoslavia,0
2012 Q2,France,0
2012 Q2,French Guiana,0
2012 Q2,French Polynesia,0
2012 Q2,Gabon,0
2012 Q2,"Gambia, The",6
2012 Q2,Georgia,9
2012 Q2,Germany,0
2012 Q2,Ghana,46
2012 Q2,Gibraltar (British),0
2012 Q2,Greece,0
2012 Q2,Greenland,0
2012 Q2,Grenada,3
2012 Q2,Guadeloupe,0
2012 Q2,Guam,0
2012 Q2,Guatemala,0
2012 Q2,Guinea,0
2012 Q2,Guinea-Bissau,0
2012 Q2,Guyana,0
2012 Q2,Haiti,0
2012 Q2,Heard Island and McDonald Islands,0
2012 Q2,Honduras,2
2012 Q2,Hong Kong,665
2012 Q2,Hungary,0
2012 Q2,Iceland,0
2012 Q2,India,"1,776"
2012 Q2,Indonesia,90
2012 Q2,Iran,154
2012 Q2,Iraq,349
2012 Q2,Ireland,0
2012 Q2,Israel,15
2012 Q2,Italy,0
2012 Q2,Ivory Coast,6
2012 Q2,Jamaica,3
2012 Q2,Japan,663
2012 Q2,Jordan,79
2012 Q2,Kazakhstan,82
2012 Q2,Kenya,27
2012 Q2,Kiribati,0
2012 Q2,Korea (North),0
2012 Q2,Korea (South),619
2012 Q2,Kosovo,1
2012 Q2,Kuwait,132
2012 Q2,Kyrgyzstan,8
2012 Q2,Laos,2
2012 Q2,Latvia,0
2012 Q2,Lebanon,11
2012 Q2,Lesotho,0
2012 Q2,Liberia,0
2012 Q2,Libya,193
2012 Q2,Liechtenstein,0
2012 Q2,Lithuania,0
2012 Q2,Luxembourg,0
2012 Q2,Macau,15
2012 Q2,Macedonia,5
2012 Q2,Madagascar,0
2012 Q2,Malawi,16
2012 Q2,Malaysia,353
2012 Q2,Maldives,2
2012 Q2,Mali,2
2012 Q2,Malta,0
2012 Q2,Marshall Islands,0
2012 Q2,Martinique,0
2012 Q2,Mauritania,0
2012 Q2,Mauritius,13
2012 Q2,Mayotte,0
2012 Q2,Mexico,96
2012 Q2,Micronesia,0
2012 Q2,Moldova,2
2012 Q2,Monaco,0
2012 Q2,Mongolia,7
2012 Q2,Montenegro,2
2012 Q2,Montserrat (British),0
2012 Q2,Morocco,24
2012 Q2,Mozambique,2
2012 Q2,Namibia,3
2012 Q2,Nauru,0
2012 Q2,Nepal,39
2012 Q2,Netherlands,0
2012 Q2,Netherlands Antilles,0
2012 Q2,New Caledonia,0
2012 Q2,New Zealand,25
2012 Q2,Nicaragua,0
2012 Q2,Niger,0
2012 Q2,Nigeria,814
2012 Q2,Niue,0
2012 Q2,Norfolk Island,0
2012 Q2,Northern Mariana Islands,0
2012 Q2,Norway,0
2012 Q2,Occupied Palestinian Territories,26
2012 Q2,Oman,118
2012 Q2,Other and unknown,2
2012 Q2,Pakistan,"2,186"
2012 Q2,Palau,0
2012 Q2,Panama,1
2012 Q2,Papua New Guinea,0
2012 Q2,Paraguay,0
2012 Q2,Peru,20
2012 Q2,Philippines,79
2012 Q2,Pitcairn Islands (British),0
2012 Q2,Poland,0
2012 Q2,Portugal,0
2012 Q2,Puerto Rico,0
2012 Q2,Qatar,57
2012 Q2,Refugee,0
2012 Q2,Reunion,0
2012 Q2,Romania,0
2012 Q2,Russia,219
2012 Q2,Rwanda,8
2012 Q2,Samoa,0
2012 Q2,San Marino,0
2012 Q2,Sao Tome and Principe,0
2012 Q2,Saudi Arabia,"1,050"
2012 Q2,Senegal,8
2012 Q2,Serbia,8
2012 Q2,Serbia and Montenegro,0
2012 Q2,Seychelles,1
2012 Q2,Sierra Leone,2
2012 Q2,Singapore,167
2012 Q2,Slovakia,0
2012 Q2,Slovenia,0
2012 Q2,Solomon Islands,0
2012 Q2,Somalia,1
2012 Q2,South Africa,16
2012 Q2,South Georgia and South Sandwich Islands,0
2012 Q2,Spain,0
2012 Q2,Sri Lanka,188
2012 Q2,St. Helena (British),0
2012 Q2,St. Kitts and Nevis,1
2012 Q2,St. Lucia,1
2012 Q2,St. Maarten (Dutch Part),0
2012 Q2,St. Martin (French Part),0
2012 Q2,St. Pierre and Miquelon,0
2012 Q2,St. Vincent and the Grenadines,1
2012 Q2,Stateless,0
2012 Q2,Sudan,22
2012 Q2,Sudan (South),0
2012 Q2,Surinam,0
2012 Q2,Svalbard and Jan Mayen,0
2012 Q2,Swaziland,1
2012 Q2,Sweden,0
2012 Q2,Switzerland,0
2012 Q2,Syria,27
2012 Q2,Taiwan,"1,014"
2012 Q2,Tajikistan,4
2012 Q2,Tanzania,31
2012 Q2,Thailand,"1,068"
2012 Q2,Togo,0
2012 Q2,Tokelau,0
2012 Q2,Tonga,0
2012 Q2,Trinidad and Tobago,12
2012 Q2,Tunisia,2
2012 Q2,Turkey,201
2012 Q2,Turkmenistan,11
2012 Q2,Turks and Caicos Islands (British),0
2012 Q2,Tuvalu,0
2012 Q2,Uganda,6
2012 Q2,Ukraine,78
2012 Q2,United Arab Emirates,79
2012 Q2,United States,"1,581"
2012 Q2,Uruguay,0
2012 Q2,Uzbekistan,9
2012 Q2,Vanuatu,0
2012 Q2,Vatican City,0
2012 Q2,Venezuela,9
2012 Q2,Vietnam,238
2012 Q2,Virgin Islands (British),0
2012 Q2,Virgin Islands (US),0
2012 Q2,Wallis and Futuna,0
2012 Q2,Western Sahara,0
2012 Q2,Yemen,5
2012 Q2,Zambia,9
2012 Q2,Zimbabwe,16
2012 Q3,Afghanistan,102
2012 Q3,Albania,156
2012 Q3,Algeria,84
2012 Q3,American Samoa,0
2012 Q3,Andorra,0
2012 Q3,Angola,60
2012 Q3,Anguilla (British),0
2012 Q3,Antigua and Barbuda,10
2012 Q3,Argentina,60
2012 Q3,Armenia,129
2012 Q3,Aruba,0
2012 Q3,Australia,754
2012 Q3,Austria,0
2012 Q3,Azerbaijan,385
2012 Q3,"Bahamas, The",47
2012 Q3,Bahrain,579
2012 Q3,Bangladesh,"1,464"
2012 Q3,Barbados,73
2012 Q3,Belarus,136
2012 Q3,Belgium,0
2012 Q3,Belize,12
2012 Q3,Benin,4
2012 Q3,Bermuda (British),0
2012 Q3,Bhutan,9
2012 Q3,Bolivia,18
2012 Q3,"Bonaire, Sint Eustatius and Saba",0
2012 Q3,Bosnia and Herzegovina,23
2012 Q3,Botswana,227
